url,name,image_bias,freedom_rank,factual,country,bias
http://www.koreatimes.co.kr,The Korea Times,MBFCMixed.png,,South Korea 42/180,MIXED,LEFT-CENTER BIAS
https://www.charlotteobserver.com,Charlotte Observer,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
http://stiltonsplace.blogspot.com/,Stilton’s Place,,,,,SATIRE
,Pseudoscience Dictionary: Bermuda Triangle,,,,,Bermuda Triangle
https://www.journalstandard.com,Journal Standard,MBFCHigh.png,USA,HIGH,,LEAST BIASED
https://www.technologyreview.com/,MIT Technology Review,MBFCVeryhigh.png,USA 45/180,VERY HIGH,USA,PRO-SCIENCE
http://www.dailynotify.com/,Daily Notify,MBFCLow.png,,,,QUESTIONABLE SOURCE
http://states-tv.com/,USA News/States-TV,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://www.washingtontimes.com/,Washington Times,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://www.pnj.com,Pensacola News Journal,MBFCHigh.png,,USA 45/180,HIGH,LEAST BIASED
http://www.teapartytribune.com/,Tea Party Tribune,MBFCHigh.png,,,HIGH,RIGHT BIAS
https://www.sctimes.com/,St. Cloud Times,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
https://www.lgbtqnation.com/,LGBTQ Nation,MBFCMostlyFactual.png,USA 45/180,MOSTLY FACTUAL,USA,LEFT BIAS
https://abcnews.go.com,ABC News,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://marginalrevolution.com/,Marginal Revolution,MBFCHigh.png,USA 45/180,HIGH,USA,RIGHT-CENTER BIAS
https://www.lifesitenews.com/,LifeSiteNews,MBFCMixed.png,Canada 16/180,MIXED,Canada,RIGHT BIAS
https://www.ajaonline.org/,American Journal of Archaeology,MBFCVeryhigh.png,USA 45/180,VERY HIGH,USA,PRO-SCIENCE
https://www.agdaily.com/,AgDaily,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
http://conservativespirit.com/,Conservative Spirit,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://news.trust.org/,Thomson Reuters Foundation,MBFCHigh.png,UK 35/180,HIGH,United Kingdom,LEFT-CENTER BIAS
https://www.zdnet.com/,ZDNet,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
https://freedomnews.org.uk/,Freedom News and Journal,MBFCHigh.png,UK 33/180,HIGH,,LEFT BIAS
https://www.advocate.com,The Advocate,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT BIAS
https://www.nextbigfuture.com,Next Big Future,MBFCHigh.png,,HIGH,,PRO-SCIENCE
,ELLE Magazine,MBFCMostlyFactual.png,,,,LEFT BIAS
http://campaignforliberty.org/,Campaign for Liberty,MBFCMixed.png,,MIXED,,RIGHT-CENTER BIAS
http://www.opensecrets.org/,Center for Responsive Politics (Open Secrets),MBFCVeryhigh.png,USA 45/180,VERY HIGH,USA,LEAST BIASED
https://understandrealitythroughscience.blogspot.com/,Understand Reality Through Science,MBFCHigh.png,USA 45/180,HIGH,USA,PRO-SCIENCE
http://www.leftjustified.com/,Left Justified,MBFCHigh.png,,HIGH,,LEFT-CENTER BIAS
https://www.uticaod.com,Utica Observer-Dispatch,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://inthesetimes.com/,In These Times,MBFCMostlyFactual.png,USA 45/180,MOSTLY FACTUAL,USA,LEFT BIAS
https://theweek.com/,The Week (USA),MBFCHigh.png,,,,LEFT BIAS
https://conspiracyinquirer.com,Conspiracy Inquirer,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://themindunleashed.com/,The Mind Unleashed,MBFCLow.png,USA 45/180,LOW,USA,CONSPIRACY-PSEUDOSCIENCE
https://www.nbclosangeles.com/,NBC Los Angeles – KNBC,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://judithcurry.com/,Climate Etc,MBFCMixed.png,,MIXED,,CONSPIRACY-PSEUDOSCIENCE
http://journals.sagepub.com/,Sage Journals,MBFCHigh.png,USA 45/180,HIGH,USA,PRO-SCIENCE
http://www.theglobeandmail.com/,The Globe and Mail,MBFCHigh.png,Canada,HIGH,,RIGHT-CENTER BIAS
http://donaldtrumppotus45.com/,Donald Trump Potus 45,MBFCLow.png,,,,QUESTIONABLE SOURCE
http://www.ebar.com/,Bay Area Reporter,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT BIAS
https://www.whitehouse.gov,Whitehouse.gov,MBFCMostlyFactual.png,USA 45/180,MOSTLY FACTUAL,USA,LEFT-CENTER BIAS
,Ukraine Media Profile,,,,,Media
http://www.columbiadailyherald.com/,Columbia Daily Herald,MBFCHigh.png,,HIGH,,RIGHT-CENTER BIAS
https://prntly.com/,Prntly,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://democracyguardian.com,Democracy Guardian,MBFCMostlyFactual.png,USA 48/180,MOSTLY FACTUAL,USA,LEFT BIAS
https://southjeffconews.com/,South Jefferson County News,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://shariawatch.org.uk,Sharia Watch UK,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://www.biomedcentral.com,BioMed Central (BMC),MBFCVeryhigh.png,UK 33/180,VERY,United Kingdom,PRO-SCIENCE
https://gmwatch.org/,GMWatch,MBFCMixed.png,UK 35/180,MIXED,United Kingdom,CONSPIRACY-PSEUDOSCIENCE
https://www.macon.com,The Macon Telegraph,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
https://www.whitehouse.news/,WhiteHouse.News,MBFCVeryLow.png,,USA 45/180,VERY LOW,CONSPIRACY-PSEUDOSCIENCE
http://awdnews.com/,AWD News,MBFCLow.png,,LOW,,CONSPIRACY-PSEUDOSCIENCE
http://www.scotusblog.com/,SCOTUSblog,MBFCHigh.png,,HIGH,,LEAST BIASED
https://www.corbettreport.com,The Corbett Report,MBFCLow.png,Japan 66/180,LOW,Japan,CONSPIRACY-PSEUDOSCIENCE
http://firstinfreedomdaily.com/,First in Freedom Daily,MBFCMixed.png,,MIXED,,RIGHT BIAS
https://babylonbee.com,Babylon Bee,,,,,SATIRE
https://riverdalepress.com/,Riverdale Press,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
http://eagleactionreport.com,Eagle PAC,MBFCMixed.png,USA 48/180,MIXED,USA,RIGHT BIAS
http://fakehatecrimes.org,Fake Hate Crimes,MBFCMixed.png,USA,MIXED,,RIGHT BIAS
https://www.thebalance.com,The Balance,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
http://www.dailypress.com/,Daily Press,MBFCHigh.png,USA,HIGH,,RIGHT-CENTER BIAS
https://www.ff.org,Frontiers of Freedom,MBFCMixed.png,,MIXED,,RIGHT BIAS
https://dc-chronicle.com,The DC Chronicle,MBFCMixed.png,USA 45/180,MIXED,USA,RIGHT BIAS
http://journalstar.com/,Lincoln Journal Star,MBFCHigh.png,USA,HIGH,,LEAST BIASED
https://www.rfa.org/,Radio Free Asia,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
http://sputniknews.com/,Sputnik News,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://cleantechnica.com/,Clean Technica,MBFCVeryhigh.png,,VERY HIGH,,LEFT-CENTER BIAS
http://www.ncsl.org,National Conference of State Legislatures (NCSL),MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
http://www.jeffereyjaxen.com/news,JeffereyJaxen.com,MBFCMixed.png,,MIXED,,CONSPIRACY-PSEUDOSCIENCE
https://nutritionfacts.org/,NutritionFacts.org,MBFCMixed.png,USA 45/180,MIXED,USA,CONSPIRACY-PSEUDOSCIENCE
https://www.louderwithcrowder.com,Louder With Crowder,MBFCMixed.png,USA 45/180,MIXED,USA,RIGHT BIAS
http://www.shareably.net/,Shareably,MBFCHigh.png,,HIGH,,LEAST BIASED
http://www.thespoof.com/,The Spoof,,,,,SATIRE
https://toinformistoinfluence.com/,To Inform is to Influence,MBFCHigh.png,,HIGH,,LEFT-CENTER BIAS
,Pseudoscience Dictionary: Aspartame Dangers,,,,,Aspartame Dangers
http://www.hoggwatch.com,Hogg Watch,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://www.theatlantic.com/,The Atlantic,MBFCHigh.png,USA,HIGH,,LEFT-CENTER BIAS
http://fightpp.org,Life Decisions International,MBFCMixed.png,,MIXED,,RIGHT BIAS
http://www.puppetstringnews.com/,Puppet String News,MBFCLow.png,,,,Detailed Report
http://politicaldig.com/,Political Dig,MBFCMixed.png,USA 45/180,MIXED,USA,LEFT BIAS
,Slovenia Media Profile,,,,,Media
https://northlittlerocktimes.com/,North Little Rock Times,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://www.bloomberg.com/,Bloomberg News,MBFCMostlyFactual.png,USA,MOSTLY FACTUAL,,LEFT-CENTER BIAS
https://ncarkansasnews.com/,North Central Arkansas News,MBFCMixed.png,,,,QUESTIONABLE SOURCE
http://libcom.org,Libcom.org,MBFCHigh.png,,HIGH,,LEFT BIAS
https://ipatriot.com/,iPatriot,MBFCMixed.png,,MIXED,,RIGHT BIAS
https://navarroreport.com/,Navarro Report,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://pcmustdie.com/,PC Must Die News,MBFCLow.png,,,,QUESTIONABLE SOURCE
http://consmovement.com/,Conservative Movement,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://www.foodandwaterwatch.org,Food and Water Watch,MBFCMixed.png,USA 45/180,MIXED,USA,LEFT BIAS
https://www.record-eagle.com,Traverse City Record-Eagle,MBFCHigh.png,,USA 45/180,HIGH,LEAST BIASED
http://www.timesofisrael.com/,Times of Israel,MBFCHigh.png,Israel 88/180,HIGH,Israel,LEFT-CENTER BIAS
,France Media Profile,,,,,
https://taskandpurpose.com/,Task and Purpose,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
https://www.franklinnews.org/,Franklin News Foundation,MBFCMixed.png,USA 45/180,MIXED,USA,RIGHT-CENTER BIAS
https://www.recordnet.com/,The Record (Stockton),MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
https://goop.com/,Goop,MBFCLow.png,USA 45/180,LOW,USA,PSEUDOSCIENCE
http://www.darientimes.com/,Darien Times,MBFCHigh.png,USA,HIGH,,LEAST BIASED
https://www.meidastouch.com/,MeidasTouch,MBFCMixed.png,,,,LEFT BIAS
https://www.tri-cityherald.com/,Tri-City Herald,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
https://www.intellihub.com/,Intellihub,MBFCLow.png,USA 45/180,LOW,USA,CONSPIRACY-PSEUDOSCIENCE
https://www.updateamerica.com/,Update America,MBFCMixed.png,USA 45/180,MIXED,USA,RIGHT BIAS
https://science.news/,Science.News,MBFCVeryLow.png,,USA 45/180,VERY LOW,CONSPIRACY-PSEUDOSCIENCE
http://www.businessinsider.com/,Business Insider,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://freedomainradio.com/,Freedomain Radio,MBFCMixed.png,,MIXED,,CONSPIRACY-PSEUDOSCIENCE
https://conservativebuzz.com,The Conservative Buzz,,,,,QUESTIONABLE SOURCE
https://www.policyed.org/,PolicyEd,MBFCHigh.png,USA,HIGH,USA 45/180,RIGHT-CENTER BIAS
,Iran Media Profile,,,,,
http://www.memeorandum.com/,Memeorandum,MBFCMixed.png,,MIXED,,LEAST BIASED
http://imowired.com/,IMOwired,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://www.ecuavisa.com/,Ecuavisa,MBFCMixed.png,,,,RIGHT-CENTER BIAS
http://www.loonwatch.com/,LoonWatch,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://thisisthezerohour.com/,The Zero Hour,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT BIAS
https://rationalwiki.org/wiki/Main_Page,RationalWiki,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://www.greatfallstribune.com,Great Falls Tribune,MBFCHigh.png,USA 48/180,HIGH,USA,LEAST BIASED
https://www.godlikeproductions.com/,Godlike Productions,MBFCLow.png,,LOW,Unknown,CONSPIRACY-PSEUDOSCIENCE
http://ibleedredwhiteblue.com/,I Bleed Red White and Blue,MBFCMixed.png,USA 48/180,MIXED,USA,RIGHT BIAS
https://eastarizonanews.com/,East Arizona News,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://www.star-telegram.com/,Fort Worth Star-Telegram,MBFCHigh.png,USA 48/180,HIGH,USA,RIGHT-CENTER BIAS
http://truthuncensored.net/,Truth Uncensored,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://mynewsguru.com,The News Guru,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://www.laweekly.com/,LA Weekly,MBFCMixed.png,USA 45/180,MIXED,USA,LEFT BIAS
http://www.dutchdailynews.com/,Dutch Daily News,MBFCMostlyFactual.png,Netherlands 5/180,MOSTLY FACTUAL,Netherlands,LEFT-CENTER BIAS
https://7news.com.au/,7News,MBFCMixed.png,,,,RIGHT-CENTER BIAS
https://independentaustralia.net/,Independent Australia,MBFCHigh.png,,Australia 19/180,HIGH,LEFT-CENTER BIAS
http://www.newnation.org/,New Nation News,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
http://assassinationscience.com/,Assassination Science,MBFCLow.png,,LOW,,CONSPIRACY-PSEUDOSCIENCE
https://www.modbee.com/,The Modesto Bee,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
https://southafricatoday.net,South Africa Today,MBFCMixed.png,,,,QUESTIONABLE SOURCE
http://proudemocrat.com/,Proud Democrat,MBFCMixed.png,,MIXED,,LEFT BIAS
http://elisabethparker.com/,Elisabeth Parker,MBFCHigh.png,,HIGH,,LEFT BIAS
https://larimernews.com/,Larimer News,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://edmontonjournal.com,Edmonton Journal,MBFCHigh.png,Canada 16/180,HIGH,Canada,RIGHT-CENTER BIAS
https://www.leadertelegram.com/,Eau Claire Leader-Telegram,MBFCHigh.png,USA 48/180,HIGH,USA,LEAST BIASED
http://worldtruth.tv/,World Truth TV,MBFCVeryLow.png,USA 45/180,VERY,USA,CONSPIRACY-PSEUDOSCIENCE
https://healthandmoneynews.wordpress.com/,Health and Money News,MBFCVeryLow.png,USA 45/180,VERY LOW,USA,CONSPIRACY-PSEUDOSCIENCE
https://stonecoldtruth.com/,Stone Cold Truth,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://singularityhub.com,SingularityHub,MBFCHigh.png,,HIGH,,PRO-SCIENCE
https://www.realmofhistory.com,Realm of History,MBFCHigh.png,,HIGH,,PRO-SCIENCE
http://ifamericaknew.org/,If Americans Knew,MBFCHigh.png,USA,HIGH,,LEFT-CENTER BIAS
https://www.gazettenet.com,Daily Hampshire Gazette,MBFCHigh.png,USA 48/180,HIGH,USA,LEFT-CENTER BIAS
http://www.americanfirearms.org,American Firearms Institute,MBFCHigh.png,,HIGH,,RIGHT-CENTER BIAS
https://caldronpool.com/,Caldron Pool,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://www.conservativeshere.com/,Conservatives Here,MBFCMixed.png,,MIXED,,RIGHT BIAS
https://www.fool.com/,The Motley Fool,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
http://www.dailyclimate.org/,The Daily Climate,,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://usbacklash.org/,US Backlash,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://sciencing.com/,Sciencing,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
http://www.democracy21.org/,Democracy 21,MBFCHigh.png,,HIGH,,LEFT-CENTER BIAS
https://www.toledoblade.com/,Toledo Blade,MBFCHigh.png,USA 45/180,HIGH,USA,RIGHT-CENTER BIAS
http://www.digitaljournal.com,Digital Journal,MBFCHigh.png,,Canada 16/180,HIGH,LEAST BIASED
http://www.oaoa.com,Odessa American,MBFCHigh.png,USA 45/180,HIGH,,RIGHT-CENTER BIAS
http://revolution-news.com/,Revolution News,MBFCHigh.png,,HIGH,,LEFT BIAS
,Left Bias,,,,,
https://www.foreignpolicyjournal.com,Foreign Policy Journal,MBFCMixed.png,USA 48/180,MIXED,USA,LEFT BIAS
https://leftcult.com/,LeftCult,MBFCVeryLow.png,,USA 45/180,VERY LOW,CONSPIRACY-PSEUDOSCIENCE
https://tularetimes.com/,Tulare Times,MBFCMixed.png,,,,QUESTIONABLE SOURCE
,Encyclopedia Britannica,MBFCHigh.png,,,,PRO-SCIENCE
http://www.cbpp.org/,The Center on Budget and Policy Priorities,MBFCHigh.png,,HIGH,,LEFT-CENTER BIAS
http://www.resistancemedia.org/,Resistance Media,MBFCMixed.png,,,MIXED,RIGHT BIAS
http://takimag.com/,Taki’s Magazine,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://thewest.com.au/,The West Australian,MBFCHigh.png,,HIGH,,RIGHT-CENTER BIAS
http://www.mywebtimes.com,The Times (Illinois),MBFCHigh.png,,USA 45/180,HIGH,LEAST BIASED
http://www.legitgov.org/,Citizens for Legitimate Government (CLG News),MBFCMixed.png,USA 45/180,MIXED,USA,CONSPIRACY-PSEUDOSCIENCE
http://thegopwatchdog.com/,GOP Watchdog,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://www.archaeology.org/,Archaeology Magazine,MBFCHigh.png,USA 45/180,HIGH,USA,PRO-SCIENCE
https://ottawacitizen.com,Ottawa Citizen,MBFCHigh.png,Canada 16/180,HIGH,Canada,RIGHT-CENTER BIAS
https://trofire.com/,Ring of Fire,MBFCMixed.png,USA 45/180,MIXED,USA,LEFT BIAS
https://www.greenpeace.org/,Greenpeace,MBFCMixed.png,Netherlands 4/180,MIXED,Netherlands,CONSPIRACY-PSEUDOSCIENCE
http://aurora-news.us/,Aurora-News,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://therightstuff.biz/,The Right Stuff,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://www.upi.com,United Press International (UPI),MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
http://www.mentaldaily.com,Mental Daily,MBFCHigh.png,,HIGH,,PRO-SCIENCE
https://nationalvanguard.org/,National Vanguard,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://www.malaysiakini.com/,Malaysiakini,MBFCMixed.png,,Malaysia 101/180,MIXED,LEFT-CENTER BIAS
http://usaconservativereport.com,USA Conservative Report,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://theconservativetreehouse.com/,The Last Refuge (Conservative Treehouse),MBFCLow.png,,,,QUESTIONABLE SOURCE
https://fellowshipoftheminds.com,Fellowship of the Minds,MBFCLow.png,,LOW,,CONSPIRACY-PSEUDOSCIENCE
https://www.wired.com/,Wired Magazine,MBFCHigh.png,USA,HIGH,,LEFT-CENTER BIAS
http://countercurrentnews.com/,Counter Current News,MBFCMixed.png,,MIXED,,CONSPIRACY-PSEUDOSCIENCE
https://www.kusi.com/,KUSI-TV,MBFCHigh.png,USA 45/180\,HIGH,USA,LEAST BIASED
,Support Media Bias Fact Check,,,,,
https://www.vanityfair.com,Vanity Fair,MBFCMostlyFactual.png,USA 45/180,MOSTLY FACTUAL,USA,LEFT BIAS
http://rightjournalist.com/,Right Journalist,MBFCLow.png,,,,QUESTIONABLE SOURCE
http://www.ewg.org/,Environmental Working Group (EWG),MBFCMixed.png,,MIXED,,CONSPIRACY-PSEUDOSCIENCE
https://www.fastcompany.com/,Fast Company Magazine,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
http://maga2020.us,Zox (Maga2020.us),,,,,QUESTIONABLE SOURCE
http://www.weeklystandard.com/,Weekly Standard,MBFCHigh.png,Country: USA,HIGH,,RIGHT BIAS
http://thegoodlordabove.com/,GOD (Good Lord Above),MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://shoalstoday.com/,Shoals Today,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://www.dcreport.org/,DCReport.org,MBFCHigh.png,USA,HIGH,,LEFT-CENTER BIAS
,Sweden Media Profile,,,,,Government
http://redstatewatcher.com/,Red State Watcher,MBFCLow.png,,,,QUESTIONABLE SOURCE
http://libertybrief.com/,Liberty Brief,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://iowaclimate.org,Iowa Climate Science Education,MBFCLow.png,USA 45/180,LOW,USA,CONSPIRACY-PSEUDOSCIENCE
https://www.arabnews.com/,Arab News,MBFCMixed.png,,,,QUESTIONABLE SOURCE
http://mediashift.org/,MediaShift,MBFCHigh.png,,HIGH,,LEAST BIASED
https://www.space.com/,Space.com,MBFCHigh.png,USA 45/180,HIGH,USA,PRO-SCIENCE
https://79days.news/,79Days.News,MBFCVeryLow.png,USA 45/180,VERY LOW,USA,CONSPIRACY-PSEUDOSCIENCE
http://politicalcritique.org/,Political Critique,MBFCHigh.png,,Poland,HIGH,LEFT-CENTER BIAS
https://protrumpnews.com/,Pro Trump News,MBFCLow.png,,,,QUESTIONABLE SOURCE
http://www.independent.com/,Santa Barbara Independent,MBFCHigh.png,,HIGH,,LEFT-CENTER BIAS
https://www.autismspeaks.org/,Autism Speaks,MBFCMostlyFactual.png,USA 45/180,MOSTLY FACTUAL,USA,CONSPIRACY-PSEUDOSCIENCE
https://deadline.com/,Deadline Hollywood,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://creation.com,Christian Ministries International,MBFCLow.png,,LOW,,CONSPIRACY-PSEUDOSCIENCE
https://blackagendareport.com/,Black Agenda Report,MBFCMostlyFactual.png,USA 45/180,MOSTLY FACTUAL,USA,LEFT BIAS
https://bleacherreport.com/,Bleacher Report,MBFCMostlyFactual.png,,,,LEFT-CENTER BIAS
http://www.poconorecord.com/,Pocono Record,MBFCHigh.png,,USA 45/180,HIGH,LEAST BIASED
https://verdugosnews.com/,Verdugos News,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://70news.wordpress.com/,70 News (Fake),MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://tucsonstandard.com/,Tucson Standard,MBFCMixed.png,,,,QUESTIONABLE SOURCE
http://www.healthdata.org/,Institute for Health Metrics and Evaluation (healthdata.org),MBFCHigh.png,USA,HIGH,,PRO-SCIENCE
https://jamestown.org/,The Jamestown Foundation,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
https://www.thestranger.com/,The Stranger,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT BIAS
https://www.fitchratings.com/,Fitch Ratings,MBFCHigh.png,,,,RIGHT-CENTER BIAS
http://www.thehealthconsciousness.com,Health Consciousness,MBFCLow.png,,LOW,Unknown,CONSPIRACY-PSEUDOSCIENCE
https://sandiegocitywire.com/,San Diego City Wire,MBFCMixed.png,,,,QUESTIONABLE SOURCE
http://truthbetold.news/,Truth Be Told,MBFCHigh.png,,HIGH,,LEAST BIASED
https://guardianlv.com/,Guardian Liberty Voice,MBFCMostlyFactual.png,,MOSTLY FACTUAL,USA,LEFT BIAS
http://www.blingnews.com,BlingNews.com,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://www.barrons.com,Barron’s,MBFCHigh.png,USA 45/180,HIGH,USA,RIGHT-CENTER BIAS
http://www.nmws.us,NMWS.us,MBFCLow.png,,,,QUESTIONABLE SOURCE
http://www.infiniteunknown.net/,Infinite Unknown,MBFCLow.png,,LOW,Unknown,CONSPIRACY-PSEUDOSCIENCE
https://rightandfree.com/,Right & Free,MBFCMixed.png,,MIXED,USA,RIGHT BIAS
https://www.naturalnews.com/,Natural News,MBFCVeryLow.png,USA 45/180,VERY,USA,CONSPIRACY-PSEUDOSCIENCE
https://metricmedianews.com/,Metric Media,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://www.sohu.com/,Sohu.com,MBFCMixed.png,,,,QUESTIONABLE SOURCE
http://trumpers.online/,Departed (Maganews.com),MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
https://www.citizenfreepress.com,Citizen Free Press,MBFCMixed.png,USA 45/180,MIXED,,RIGHT BIAS
https://nwlatimes.com/,NW LA Times,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://www.stamfordadvocate.com/,Stamford Advocate,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://worldcantwait.net/,The World Can’t Wait,MBFCHigh.png,,HIGH,,LEFT BIAS
https://westoctimes.com/,West OC Times,MBFCMixed.png,,,,QUESTIONABLE SOURCE
,Pseudoscience Dictionary: Alternative Cancer Treatments,,,,,Alternative Cancer Treatments
https://www.drudgereport.com/,Drudge Report,MBFCMixed.png,,,,RIGHT-CENTER BIAS
https://www.christianheadlines.com/,Christian Headlines,MBFCMixed.png,USA 45/180,MIXED,USA,RIGHT BIAS
https://www.independentmail.com/,Anderson Independent Mail,MBFCHigh.png,USA 48/180,HIGH,USA,LEAST BIASED
https://www.mprnews.org/,Minnesota Public Radio (MPR),MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://knowherenews.com,Knowhere,MBFCHigh.png,USA 45/180,USA,HIGH,LEAST BIASED
https://listverse.com/,ListVerse,MBFCMostlyFactual.png,UK 35/180,MOSTLY FACTUAL,United Kingdom,RIGHT-CENTER BIAS
http://blueinformer.com,Blue Informer,MBFCLow.png,,,,QUESTIONABLE SOURCE
http://www.geoengineeringwatch.org/,GeoEngineering Watch,MBFCLow.png,USA 48/180,LOW,USA,CONSPIRACY-PSEUDOSCIENCE
https://www.navytimes.com/,Navy Times,MBFCHigh.png,USA 45/180,HIGH,USA,LEAST BIASED
http://cityworldnews.com/,CityWorldNews,MBFCVeryLow.png,,,,QUESTIONABLE SOURCE
http://www.amazingnews.net/,Amazingnews.net,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://www.vaccinesrevealed.com/,Vaccines Revealed,MBFCLow.png,,LOW,,CONSPIRACY-PSEUDOSCIENCE
http://www.news-gazette.com/,News-Gazette,MBFCHigh.png,USA,HIGH,,RIGHT-CENTER BIAS
https://conspiracydailyupdate.com,Conspiracy Daily Update,MBFCLow.png,,,,CONSPIRACY-PSEUDOSCIENCE
http://www.intrepidreport.com/,Intrepid Report,MBFCMixed.png,USA 45/180,MIXED,USA,LEFT BIAS
https://newsandstoriesfromusa.com/,News and Stories From USA,MBFCLow.png,,,,QUESTIONABLE SOURCE
https://tribunecontentagency.com/tribune-news-service/,Tribune News Service,MBFCHigh.png,,USA 45/180,HIGH,LEAST BIASED
http://www.healthcarefinancenews.com/,Healthcare Finance News,MBFCHigh.png,,HIGH,,LEAST BIASED
https://www.hrw.org/,Human Rights Watch,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT-CENTER BIAS
https://skeptiko.com/,Skeptiko,MBFCVeryLow.png,USA 45/180,VERY,USA,CONSPIRACY-PSEUDOSCIENCE
https://naturalstatenews.com/,Natural State News,MBFCMixed.png,,,,QUESTIONABLE SOURCE
https://www.pacificresearch.org/,Pacific Research Institute,MBFCMostlyFactual.png,USA 45/180,MOSTLY FACTUAL,USA,RIGHT-CENTER BIAS
https://iheartintelligence.com/,I Heart Intelligence,MBFCMixed.png,Bulgaria 111/180,MIXED,Bulgaria,CONSPIRACY-PSEUDOSCIENCE
https://www.wikipedia.org/,Wikipedia,MBFCMostlyFactual.png,USA 45/180,MOSTLY FACTUAL,USA,LEAST BIASED
https://therealnews.com/,Real News Network,MBFCHigh.png,USA 45/180,HIGH,USA,LEFT BIAS
https://helenair.com/,Independent Record (Montana),MBFCHigh.png,,USA 48/180,HIGH,LEAST BIASED
https://vactruth.com/,VacTruth.com,MBFCLow.png,Unknown,LOW,,CONSPIRACY-PSEUDOSCIENCE
